URL: /
Timestamp: Wed Jun 29 2022 16:12:09 GMT+0100 (British Summer Time)

URL: /favicon.ico
Timestamp: Wed Jun 29 2022 16:12:09 GMT+0100 (British Summer Time)

URL: /documentation
Timestamp: Wed Jun 29 2022 16:12:15 GMT+0100 (British Summer Time)

::1 - - [25/Jul/2022:19:53:42 +0000] "GET /movies/genre/Drama HTTP/1.1" 404 157 "-" "PostmanRuntime/7.29.0"
::1 - - [25/Jul/2022:20:01:13 +0000] "GET /movies/genre/Drama HTTP/1.1" 404 157 "-" "PostmanRuntime/7.29.0"
::ffff:127.0.0.1 - - [26/Jul/2022:15:23:08 +0000] "GET / HTTP/1.1" 200 28 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:102.0) Gecko/20100101 Firefox/102.0"
::ffff:127.0.0.1 - - [26/Jul/2022:15:23:08 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:8080/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:102.0) Gecko/20100101 Firefox/102.0"
::ffff:127.0.0.1 - - [26/Jul/2022:15:57:53 +0000] "GET / HTTP/1.1" 200 28 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:102.0) Gecko/20100101 Firefox/102.0"
::ffff:127.0.0.1 - - [26/Jul/2022:15:57:53 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:8080/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:102.0) Gecko/20100101 Firefox/102.0"
::1 - - [26/Jul/2022:16:39:47 +0000] "PUT /users/ HTTP/1.1" 404 145 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Jul/2022:16:40:27 +0000] "PUT /users/ HTTP/1.1" 404 145 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Jul/2022:16:40:31 +0000] "PUT /users HTTP/1.1" 404 144 "-" "PostmanRuntime/7.29.2"
::1 - - [26/Jul/2022:16:50:07 +0000] "PUT /userste HTTP/1.1" 404 146 "-" "PostmanRuntime/7.29.2"
